Scheme_Name	Asset_Value
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth	11.828
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW	11.828
Bandhan Large & Mid Cap Fund - Direct Plan - Growth	152.913
Bandhan Large & Mid Cap Fund - Direct Plan - IDCW	37.558
Bandhan Large & Mid Cap Fund - Regular Plan - Growth	131.002
Bandhan Large & Mid Cap Fund - Regular Plan - IDCW	28.607
BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW	27.19
BANK OF INDIA Large & Mid Cap Fund Direct Plan- Bonus	50.54
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth	97.88
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Regular IDCW	26.78
BANK OF INDIA Large & Mid Cap Fund Eco Plan- Growth	93.67
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Bonus	93.67
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW	26.42
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Regular IDCW	26.23
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Growth	85.12
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Quarterly IDCW	31.00
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Regular IDCW	25.41
BANK OF INDIA Large & Mid Cap Fund Regular Plan-Bonus	85.11
Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option	28.1018
Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option	21.5359
Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option	26.1176
Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option	18.8287
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION	291.0600
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	132.2000
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION	253.8900
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	86.8000
DSP Large & Mid Cap Fund - Direct Plan - Growth	668.812
DSP Large & Mid Cap Fund - Direct Plan - IDCW	108.479
DSP Large & Mid Cap Fund - Regular Plan - Growth	598.008
DSP Large & Mid Cap Fund - Regular Plan - IDCW	38.014
Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option	99.142
Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option	84.141
Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option	38.456
Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option	32.09
Franklin India Large & Mid Cap Fund - Direct - Growth	208.4455
Franklin India Large & Mid cap Fund - Direct - IDCW	24.7339
Franklin India Large & Mid Cap Fund - Growth Plan	189.5877
Franklin India Large & Mid Cap Fund - IDCW	21.6320
HDFC Large and Mid Cap Fund - Growth Option	330.678
HDFC Large and Mid Cap Fund - Growth Option - Direct Plan	348.021
HDFC Large and Mid Cap Fund - IDCW Option	36.394
HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan	47.589
Helios Large & Mid Cap Fund - Direct Plan - Growth Option	10.57
Helios Large & Mid Cap Fund - Direct Plan - IDCW Option	10.57
Helios Large & Mid Cap Fund - Regular Plan - Growth Option	10.42
Helios Large & Mid Cap Fund - Regular Plan - IDCW Option	10.42
HSBC Large & Mid Cap Fund - Direct Growth	28.805
HSBC Large & Mid Cap Fund - Direct IDCW	22.0374
HSBC Large & Mid Cap Fund - Regular Growth	26.3278
HSBC Large & Mid Cap Fund - Regular IDCW	20.0698
ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth	1101.77
ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW	54.09
ICICI Prudential Large & Mid Cap Fund - Growth	985.19
ICICI Prudential Large & Mid Cap Fund - IDCW	31.53
Invesco India Large & Mid Cap Fund - Direct Plan - Growth	117.32
Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)	54.39
Invesco India Large & Mid Cap Fund - Growth	98.98
Invesco India Large & Mid Cap Fund - IDCW (Payout / Reinvestment)	44.49
ITI Large & Midcap Fund - Direct Plan - Growth	9.4312
ITI Large & Midcap Fund - Direct Plan - IDCW Option	9.4312
ITI Large & Midcap Fund - Regular Plan - Growth	9.2749
ITI Large & Midcap Fund - Regular Plan - IDCW Option	9.2749
JM Large & Mid Cap Fund (Direct) - Growth Option	10.0317
JM Large & Mid Cap Fund (Direct) - IDCW	10.0317
JM Large & Mid Cap Fund (Regular) - Growth Option	10.0144
JM Large & Mid Cap Fund (Regular) - IDCW	10.0144
Kotak Large & Midcap Fund - Direct- Growth	381.797
Kotak Large & Midcap Fund - Growth-Regular	332.194
Kotak Large & Midcap Fund - IDCW-Direct	67.371
Kotak Large & Midcap Fund - IDCW-Regular	57.955
LIC MF Large & Mid Cap Fund-Direct Plan-Growth	43.1917
LIC MF Large & Mid Cap Fund-Direct Plan-IDCW	34.2692
LIC MF Large & Mid Cap Fund-Regular Plan-Growth	37.48
LIC MF Large & Mid Cap Fund-Regular Plan-IDCW	30.3457
Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW	22.2172
Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth	28.5949
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth	25.9061
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW	19.7543
Mirae Asset Large & Midcap Fund - Direct Plan - Growth	164.778
Mirae Asset Large & Midcap Fund - Direct Plan - IDCW	83.247
Mirae Asset Large & Midcap Fund - Regular Plan - Growth	146.265
Mirae Asset Large & Midcap Fund - Regular Plan - IDCW	48.483
Motilal Oswal Large and Midcap Fund - Direct Plan Growth	35.5104
Motilal Oswal Large and Midcap Fund - Regular Plan Growth	32.5187
Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment	26.9827
Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment	24.8252
Navi Large & Midcap Fund - Direct Annual IDCW Payout	40.4515
Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout	40.4871
Navi Large & Midcap Fund - Direct Normal IDCW Payout	40.5877
Navi Large & Midcap Fund - Regular Annual IDCW payout	35.2621
NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout	34.2935
Navi Large & Midcap Fund - Regular Normal IDCW Payout	34.2809
Navi Large & Midcap Fund- Direct Plan- Growth Option	41.0843
Navi Large & Midcap Fund- Regular Plan- Growth Option	34.2849
NIPPON INDIA VISION FUND - IDCW Option	64.2604
Nippon India Vision Fund-GROWTH PLAN-Bonus Option	240.8202
Nippon India Vision Fund-GROWTH PLAN-Growth Option	1429.8179
NIPPON INDIA VISION LARGE & MID CAP  FUND - DIRECT Plan - IDCW Option	72.7001
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option	260.7944
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option	1538.2336
Nippon India Vision Large & Mid Cap Fund Institutional Dividend Plan	258.7308
PGIM India Large and Midcap Fund - Direct Plan - Growth Option	12.68
PGIM India Large and Midcap Fund - Direct Plan - IDCW option	12.1
PGIM India Large and Midcap Fund - Regular Plan - Growth Option	12.34
PGIM India Large and Midcap Fund - Regular Plan - IDCW Option	12.06
quant Large & Mid Cap Fund - Bonus Option - Regular Plan	109.6528
quant Large & Mid Cap Fund - Bonus Option-Direct Plan	109.6528
quant Large & Mid Cap Fund - Growth Option	109.4092
quant Large & Mid Cap Fund - Growth Option-Direct Plan	119.9311
quant Large & Mid Cap Fund - IDCW Option - Direct Plan	55.8571
quant Large & Mid Cap Fund - IDCW Option - Regular Plan	66.7836
Samco Large & Mid Cap Fund - Direct Plan - Growth Option	9.39
Samco Large & Mid Cap Fund - Regular Plan - Growth Option	9.36
SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	345.0192
SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	275.3824
SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	661.9455
SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth	609.5408
Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	34.6493
Sundaram Large and Midcap Fund Direct Plan - Growth	93.7359
Sundaram Large and Midcap Fund Regular Plan - Growth	83.2429
Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	30.1194
Tata Large & MId Cap Fund -Direct Plan- Growth Option	581.6539
Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option	113.9630
Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option	82.1237
Tata Large & Mid Cap Fund- Regular Plan - Growth Option	509.4784
Union Large & Midcap Fund - Direct Plan - Growth Option	27.08
Union Large & Midcap Fund - Direct Plan - IDCW Option	27.08
Union Large & Midcap Fund - Regular Plan - Growth Option	25.24
Union Large & Midcap Fund - Regular Plan - IDCW Option	25.24
UTI Large & Mid Cap Fund - Direct Plan - Growth Option	186.6591
UTI Large & Mid Cap Fund - Direct Plan - IDCW	91.726
UTI Large & Mid Cap Fund - Regular Plan - Growth Option	174.0681
UTI Large & Mid Cap Fund - Regular Plan - IDCW	84.7984
Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth	13.170
Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth	12.809
Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan	571.63
Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW	97.7
Aditya Birla Sun Life Large Cap Fund-Growth	516.88
Aditya Birla Sun Life Large Cap Fund-Regular - IDCW	40.88
Axis Large Cap Fund - Direct Plan - Growth	68.56
Axis Large Cap Fund - Direct Plan - IDCW	26.79
Axis Large Cap Fund - Regular Plan - Growth	59.54
Axis Large Cap Fund - Regular Plan - IDCW	18.80
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH	9.835
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW	9.835
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH	9.684
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW	9.684
BANDHAN Large Cap Fund - Regular Plan - Growth	75.529
BANDHAN Large Cap Fund - Regular Plan - IDCW	22.212
BANDHAN Large Cap Fund-Direct Plan-Growth	86.868
BANDHAN Large Cap Fund-Direct Plan-IDCW	29.173
BANK OF INDIA Large Cap Fund Direct Plan Growth	16.37
BANK OF INDIA Large Cap Fund Direct Plan IDCW	16.34
BANK OF INDIA Large Cap Fund Regular Plan Growth	15.54
BANK OF INDIA Large Cap Fund Regular Plan IDCW	15.54
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option	248.8092
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option	27.6299
BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option	22.9660
BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option	215.4109
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION	71.4800
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	54.8200
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION	61.7900
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	30.0300
DSP Large Cap Fund - Direct Plan - Growth	503.864
DSP Large Cap Fund - Direct Plan - IDCW	29.434
DSP Large Cap Fund - Regular Plan - Growth	460.567
DSP Large Cap Fund - Regular Plan - IDCW	25.577
Edelweiss Large Cap Fund - Direct Plan - IDCW Option	39.26
Edelweiss Large Cap Fund - Direct Plan-Growth option	94.02
Edelweiss Large Cap Fund - Plan B - IDCW Option	83.24
Edelweiss Large Cap Fund - Plan C - IDCW Option	66.35
Edelweiss Large Cap Fund - Regular Plan - Growth Option	81.76
Edelweiss Large Cap Fund - Regular Plan - IDCW Option	27.93
Edelweiss Large Cap Fund -Plan B - Growth option	82.26
Edelweiss Large Cap Fund -Plan C - Growth option	81.18
Franklin India Large Cap Fund - Direct - IDCW	54.1598
Franklin India Large Cap Fund - IDCW	46.6324
Franklin India Large Cap Fund- Direct - Growth	1120.3422
Franklin India Large Cap Fund-Growth	1011.1571
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option	50.62
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option	42.14
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	29.33
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	28.47
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	22.62
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	28.25
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.74
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.3
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	24.27
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.16
HDFC Large Cap Fund - Growth Option - Direct Plan	1204.701
HDFC Large Cap Fund - Growth Option - Regular Plan	1113.149
HDFC Large Cap Fund - IDCW Option - Direct Plan	66.219
HDFC Large Cap Fund - IDCW Option - Regular Plan	56.193
HSBC Large Cap Fund - Direct Growth	516.1426
HSBC Large Cap Fund - Direct IDCW	42.6271
HSBC Large Cap Fund - Regular Growth	464.3636
HSBC Large Cap Fund - Regular IDCW	45.1552
ICICI Prudential Bluechip Fund - Institutional Option - I - Growth	37.59
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW	63.03
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth	108.84
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW	31.87
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth	119.60
Invesco India Largecap Fund - Direct Plan - Growth	81.56
Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)	36.14
Invesco India Largecap Fund - Growth	67.88
Invesco India Largecap Fund - IDCW (Payout / Reinvestment)	28.19
ITI Large Cap Fund - Direct Plan - Growth Option	18.7025
ITI Large Cap Fund - Direct Plan - IDCW Option	18.7025
ITI Large Cap Fund - Regular Plan - Growth Option	16.9940
ITI Large Cap Fund - Regular Plan - IDCW Option	16.9940
JM Large Cap Fund (Direct) - Annual IDCW	70.6583
JM Large Cap Fund (Direct) - Growth Option	171.5348
JM Large Cap Fund (Direct) - Half Yearly IDCW	70.1644
JM Large Cap Fund (Direct) - IDCW	68.8692
JM Large Cap Fund (Direct) - Monthly IDCW	70.018
JM Large Cap Fund (Direct) - Quarterly IDCW	70.6709
JM Large Cap Fund (Regular) - Annual IDCW	29.8727
JM Large Cap Fund (Regular) - Growth Option	149.6459
JM Large Cap Fund (Regular) - Half Yearly IDCW	24.5316
JM Large Cap Fund (Regular) - IDCW	29.0498
JM Large Cap Fund (Regular) - Monthly IDCW	23.2521
JM Large Cap Fund (Regular) - Quarterly IDCW	33.771
Kotak Large Cap  Fund - Growth - Direct	644.462
Kotak Large Cap Fund - Growth	559.558
Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct	85.232
Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option	72.23
LIC MF Large Cap Fund-Direct Plan-Growth	62.4634
LIC MF Large Cap Fund-Direct Plan-IDCW	39.336
LIC MF Large Cap Fund-Regular Plan-Growth	54.8853
LIC MF Large Cap Fund-Regular Plan-IDCW	33.1473
Mahindra Manulife Large Cap Fund - Direct Plan - IDCW	19.2222
Mahindra Manulife Large Cap Fund - Direct Plan -Growth	25.3940
Mahindra Manulife Large Cap Fund - Regular Plan - Growth	22.5916
Mahindra Manulife Large Cap Fund - Regular Plan - IDCW	16.6137
Mirae Asset Large Cap Fund - Direct Plan - Growth	125.235
Mirae Asset Large Cap Fund - Growth Plan	110.982
Mirae Asset Large Cap Fund Direct IDCW	70.884
Mirae Asset Large Cap Fund Regular IDCW	30.831
Motilal Oswal Large Cap Direct Plan Growth	13.8886
Motilal Oswal Large Cap Direct Plan IDCW	13.1159
Motilal Oswal Large Cap Regular Plan Growth	13.6031
Motilal Oswal Large Cap Regular Plan IDCW	12.6959
Nippon India Large Cap  Fund- Growth Plan -Growth Option	89.8671
NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option	41.8628
Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option	100.3496
Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option	100.3496
NIPPON INDIA LARGE CAP FUND - IDCW Option	27.4970
Nippon India Large Cap Fund- Growth Plan Bonus Option	89.8671
Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option	34.1366
PGIM India Large Cap Fund - BONUS OPTION	22.38
PGIM India Large Cap Fund - Direct Plan - Bonus	24.02
PGIM India Large Cap Fund - Direct Plan - Dividend	28.57
PGIM India Large Cap Fund - Direct Plan - Growth	398.18
PGIM India Large Cap Fund - Dividend	19.97
PGIM India Large Cap Fund - Growth	335.03
PGIM India Large Cap Fund Wealth Plan - Growth Option	34.74
PGIM India Large Cap Fund Wealth Plan -Dividend Option	11.63
quant Large Cap Fund - Growth Option - Direct Plan	15.2174
quant Large Cap Fund - Growth Option - Regular Plan	14.492
quant Large Cap Fund - IDCW Option - Direct Plan	15.281
quant Large Cap Fund - IDCW Option - Regular Plan	14.4095
Samco Large Cap Fund - Direct Plan - Growth Option	9.62
Samco Large Cap Fund - Regular Plan - Growth Option	9.55
SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	65.2740
SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	51.6100
SBI Large Cap FUND-DIRECT PLAN -GROWTH	100.5770
SBI Large Cap FUND-REGULAR PLAN GROWTH	90.7215
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	17.3640
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.1348
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	17.3640
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	16.1348
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth	22.2953
Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth	20.7371
Tata Large Cap Fund -Direct Plan Growth Option	560.8182
Tata Large Cap Fund -Regular Plan - Growth Option	488.0010
Tata Large Cap Fund- Direct Plan - Payout of IDCW Option	127.4076
Tata Large Cap Fund- Regular Plan - Payout of IDCW Option	106.3307
Taurus Large Cap Fund - Direct Plan - Growth	161.70
Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	71.23
Taurus Large Cap Fund - Regular Plan - Growth	152.81
Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	66.94
Union Largecap Fund - Direct Plan - Growth Option	24.45
Union Largecap Fund - Direct Plan - IDCW Option	24.45
Union Largecap Fund - Regular Plan - Growth Option	22.99
Union Largecap Fund - Regular Plan - IDCW Option	22.99
UTI Large Cap Fund - Direct Plan - Growth Option	296.1071
UTI Large Cap Fund - Direct Plan - IDCW	64.3941
UTI Large Cap Fund - Regular Plan - Growth Option	269.8517
UTI Large Cap Fund - Regular Plan - IDCW	54.6354
WhiteOak Capital Large Cap Fund Direct Plan Growth	15.224
WhiteOak Capital Large Cap Fund Direct Plan IDCW	15.224
WhiteOak Capital Large Cap Fund Regular Plan Growth	14.537
WhiteOak Capital Large Cap Fund Regular Plan IDCW	14.537
Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan	852.86
Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW	97.02
Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW	56.81
Aditya Birla Sun Life MIDCAP Fund-Growth	764.88
Axis Midcap Fund - Direct Plan - Growth	129.68
Axis Midcap Fund - Direct Plan - IDCW	54.91
Axis Midcap Fund - Regular Plan - Growth	111.44
Axis Midcap Fund - Regular Plan - IDCW	41.50
BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN	17.991
BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN	17.145
BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN	17.977
BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN	17.146
Bank of India Mid Cap Fund - Direct Plan Growth	9.85
Bank of India Mid Cap Fund - Direct Plan IDCW	9.85
Bank of India Mid Cap Fund - Regular Plan Growth	9.85
Bank of India Mid Cap Fund - Regular Plan IDCW	9.85
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option	117.5958
BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option	70.9921
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option	98.6356
BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option	56.0681
Canara Robeco Mid Cap Fund- Direct Plan- Growth Option	17.7000
Canara Robeco Mid Cap Fund- Direct Plan- IDCW	17.1600
Canara Robeco Mid Cap Fund- Regular Plan- Growth Option	17.0200
Canara Robeco Mid Cap Fund- Regular Plan- IDCW	16.4900
DSP Midcap Fund - Direct Plan - Growth	161.072
DSP Midcap Fund - Direct Plan - IDCW	69.903
DSP Midcap Fund - Regular Plan - Growth	144.713
DSP Midcap Fund - Regular Plan - IDCW	29.981
Edelweiss Mid Cap Fund - Direct Plan - Growth Option	115.247
Edelweiss Mid Cap Fund - Direct Plan - IDCW Option	84.035
Edelweiss Mid Cap Fund - Regular Plan - Growth Option	98.569
Edelweiss Mid Cap Fund - Regular Plan - IDCW Option	56.828
Franklin India Mid Cap Fund - Direct - Growth	3021.0694
Franklin India Mid Cap Fund - Direct - IDCW	109.7380
Franklin India Mid Cap Fund - IDCW	91.1569
Franklin India Mid Cap Fund-Growth	2684.9677
HDFC Mid Cap Fund - Growth Option - Direct Plan	209.335
HDFC Mid Cap Fund - Growth Plan	189.956
HDFC Mid Cap Fund - IDCW Option - Direct Plan	79.009
HDFC Mid Cap Fund - IDCW Plan	52.346
Helios Mid Cap Fund - Direct Plan - Growth Option	12.08
Helios Mid Cap Fund - Direct Plan - IDCW Option	12.08
Helios Mid Cap Fund - Regular Plan - Growth Plan	11.99
Helios Mid Cap Fund - Regular Plan - IDCW Option	11.99
HSBC Midcap Fund - Direct Growth	432.4268
HSBC Midcap Fund - Direct IDCW	82.5334
HSBC Midcap Fund - Regular Growth	382.1731
HSBC Midcap Fund - Regular IDCW	71.7426
ICICI Prudential MidCap Fund - Direct Plan -  Growth	324.01
ICICI Prudential MidCap Fund - Direct Plan -  IDCW	63.34
ICICI Prudential MidCap Fund - Growth	288.91
ICICI Prudential MidCap Fund - IDCW	40.77
Invesco India Midcap Fund - Direct Plan - Growth Option	212.34
Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment)	79.58
Invesco India Midcap Fund - Growth Option	176.44
Invesco India Midcap Fund - IDCW (Payout / Reinvestment)	60.48
ITI Mid Cap Fund - Direct Plan - Growth Option	22.2181
ITI Mid Cap Fund - Direct Plan - IDCW Option	21.2911
ITI Mid Cap Fund - Regular Plan - Growth Option	20.3038
ITI Mid Cap Fund - Regular Plan - IDCW Option	19.4006
JM Midcap Fund (Direct) - Growth	19.7837
JM Midcap Fund (Direct) - IDCW	19.7836
JM Midcap Fund (Regular) - Growth	18.8249
JM Midcap Fund (Regular) - IDCW	18.8249
Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option	92.423
Kotak Midcap Fund - Direct Plan - Growth	155.127
Kotak Midcap Fund - Regular Plan - Growth	133.861
Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option	73.52
LIC MF Mid Cap Fund-Direct Plan-Growth	31.5561
LIC MF Mid Cap Fund-Direct Plan-IDCW	29.6513
LIC MF Mid Cap Fund-Regular Plan-Growth	28.1884
LIC MF Mid Cap Fund-Regular Plan-IDCW	26.4554
Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW	28.9175
Mahindra Manulife Mid Cap Fund - Direct Plan -Growth	36.2007
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth	31.9373
Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW	24.9087
Mirae Asset Midcap Fund - Regular Plan-Growth Option	35.430
Mirae Asset Midcap Fund Direct IDCW	27.431
Mirae Asset Midcap Fund Regular IDCW	25.173
Mirae Asset Midcap Fund- Direct Growth Option	38.367
Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment	51.2362
Motilal Oswal Midcap Fund-Direct Plan-Growth Option	116.9284
Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment	49.5175
Motilal Oswal Midcap Fund-Regular Plan-Growth Option	101.9900
NIPPON INDIA GROWTH FUND - IDCW Option	117.4258
Nippon India Growth Fund-Growth Plan-Bonus Option	672.9978
Nippon India Growth Fund-Growth Plan-Growth Option	4042.7298
NIPPON INDIA GROWTH MID CAP FUND - DIRECT Plan - IDCW Option	185.4261
Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option	736.4605
Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option	4432.8771
NIPPON INDIA GROWTH MID CAP FUND - INSTITUTIONAL Plan - IDCW Option	1303.4085
PGIM India Midcap Fund - Direct Plan - Dividend Option - Payout	62.03
PGIM India Midcap Fund - Direct Plan - Growth Option	74.84
PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout	25.28
PGIM India Midcap Fund - Regular Plan - Growth Option	64.53
quant Mid Cap Fund - Growth Option - Direct Plan	228.1841
quant Mid Cap Fund - Growth Option - Regular Plan	203.1589
quant Mid Cap Fund - IDCW Option - Direct Plan	80.149
quant Mid Cap Fund - IDCW Option - Regular Plan	72.2236
SBI MIDCAP FUND - DIRECT PLAN - GROWTH	251.0982
SBI Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	142.3571
SBI MIDCAP FUND - REGULAR PLAN - GROWTH	223.8025
SBI Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	91.4487
Sundaram Mid Cap Fund Direct Plan - Growth	1486.1048
Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	69.7835
Sundaram Mid Cap Fund Regular Plan - Growth	1359.7636
